window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,740,0.0,2.956098,0.311674,0.301278,1.034507,1.313187,9.226379,0.227131
1,740,0.951,2.125148,0.196182,0.153703,1.276368,1.189225,9.207493,0.20126
