window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4230,0.0,2.93706,0.374555,0.518928,0.721786,1.911876,9.207952,0.1885
1,4230,1.034,1.165359,0.981504,2.564216,0.38277,2.385342,9.361291,0.223226
