window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2651,0.0,0.772194,0.562191,1.06558,0.527592,2.486156,8.71913,0.410339
1,2651,0.801,0.164566,0.831805,1.461654,0.569084,2.287856,8.980805,0.18601
2,2651,1.602,2.547133,0.631146,2.230681,0.282939,2.902703,9.013884,0.271779
