window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4615,0.0,0.277617,0.085733,0.208616,0.410963,0.965898,8.809417,0.283962
1,4615,0.817,1.173563,0.135716,0.112919,1.201884,1.010428,8.665424,0.248424
2,4615,1.635,4.946632,0.092756,0.166615,0.556706,3.725683,9.013552,0.161205
