window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,377,0.0,4.644138,0.617857,0.54999,1.123396,4.067321,10.306833,0.22395
1,377,2.0,0.112228,0.173658,0.191461,0.907016,1.279076,9.983757,0.358054
2,377,4.0,0.260165,0.245121,0.203798,1.202766,2.832337,10.421673,0.286241
