window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4040,0.0,0.498279,0.661089,2.386093,0.277059,5.376261,9.400517,0.315349
1,4040,1.051,3.576215,0.499474,0.992691,0.503152,3.449277,9.371064,0.252855
