window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2874,0.0,0.879121,0.370254,0.383689,0.964986,2.73673,9.437317,0.247101
1,2874,1.151,0.710401,0.232082,0.353679,0.656195,1.747055,9.444108,0.226077
