window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,1778,0.0,0.106673,0.112699,0.268107,0.420353,1.326735,9.611166,0.36691
1,1778,2.0,0.361146,0.202374,0.653556,0.309651,2.595615,10.479238,0.193479
2,1778,4.0,0.101593,0.03671,0.203565,0.180337,1.313541,10.112864,0.285238
3,1778,6.0,0.355818,0.209871,0.801732,0.261772,1.858317,10.179138,0.292314
