window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2539,0.0,0.106673,0.079424,0.117955,0.673343,1.470883,9.727325,0.355786
1,2539,2.0,0.116832,0.067068,0.121026,0.554165,1.824972,9.919103,0.332117
