window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,3700,0.0,0.71928,0.037353,0.069094,0.540617,1.440647,8.719418,0.265818
1,3700,0.801,0.443035,1.651207,0.63353,2.606358,8.392711,9.000993,0.413699
2,3700,1.602,9.597987,0.156209,0.129408,1.207098,6.890736,9.259846,0.178034
