window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2662,0.0,3.727446,0.637709,1.235783,0.516036,3.55198,9.640213,0.17802
1,2662,1.201,0.117005,1.028041,1.439815,0.714009,2.086939,9.368776,0.237362
