window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4413,0.0,0.190689,1.172472,2.686501,0.436431,5.18252,8.847697,0.392009
1,4413,0.801,0.507429,0.607715,0.550775,1.103381,3.0077,8.884912,0.280068
2,4413,1.602,1.326386,0.393223,0.364221,1.079628,2.875579,8.766544,0.275985
