window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2618,0.0,0.277895,0.133659,0.160409,0.833239,1.209084,8.821346,0.2906
1,2618,0.8,0.126316,0.206039,0.172233,1.196278,2.149397,8.940376,0.323703
2,2618,1.6,0.442105,0.121383,0.122852,0.988044,1.522468,8.981964,0.211187
