window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,3476,0.0,2.722989,0.231612,0.429581,0.539157,1.596338,9.622108,0.209513
1,3476,1.201,2.45754,0.137772,0.25117,0.54852,1.621777,9.454224,0.176967
