window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4228,0.0,3.730281,0.621129,0.770213,0.806438,3.077173,10.043348,0.281961
1,4228,2.0,3.137285,0.416636,0.709011,0.58763,1.884912,10.300329,0.249169
