window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,1625,0.0,0.127872,0.131098,0.29033,0.451548,1.137843,8.306222,0.413196
1,1625,0.634,0.160053,0.223611,0.775851,0.288214,1.205942,8.468899,0.381011
2,1625,1.268,1.182816,0.283948,0.640723,0.443168,1.254145,8.583197,0.26488
