window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2501,0.0,3.281313,0.303614,0.486673,0.623856,3.276559,10.041649,0.196511
1,2501,2.0,0.1,0.286552,0.436644,0.65626,1.807206,10.059076,0.290811
