window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2161,0.0,1.602483,0.121522,0.235852,0.515247,1.893461,10.302912,0.189833
1,2161,2.0,7.042439,0.144282,0.358111,0.402898,3.337154,10.396894,0.193745
2,2161,4.0,0.525431,0.072085,0.182945,0.394027,1.554443,10.277167,0.221542
