window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,3930,0.0,0.311688,0.263033,0.303334,0.867141,1.840318,9.045671,0.233204
1,3930,0.868,0.551448,0.205813,0.259567,0.792906,1.461478,8.895586,0.327703
