window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,627,0.0,1.317554,1.300279,3.486144,0.372985,2.229145,9.499754,0.273991
1,627,1.185,0.333488,1.659484,2.348327,0.706666,4.512151,9.273119,0.335114
