window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,1879,0.0,0.100952,0.272609,0.348829,0.781497,2.585532,8.957523,0.205204
1,1879,0.801,0.731899,0.15673,0.373796,0.419294,2.683986,9.208046,0.212566
2,1879,1.602,4.530202,0.184509,0.403193,0.457619,4.017786,9.174259,0.118761
