window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,2614,0.0,1.413322,0.138816,0.456801,0.303888,1.96584,8.907337,0.321281
1,2614,0.801,0.113571,0.193915,0.751612,0.257999,2.301875,8.459146,0.463847
2,2614,1.602,0.731899,0.224439,0.313449,0.716032,2.085104,9.151905,0.193913
