window_id,video_name,timestamp_sec,dominant_freq,amp_mean_x,amp_mean_y,symmetry_ratio,motion_stability,freq_entropy,energy_distribution
0,4797,0.0,1.489036,0.205441,0.277335,0.74077,1.952932,8.967726,0.183825
1,4797,0.801,2.668215,0.26414,0.799786,0.330263,2.290521,9.047903,0.255552
2,4797,1.602,1.829747,0.292754,0.562438,0.520509,2.371198,9.045002,0.204509
